學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
113,私立,一般大學,1010,元智大學,碩士在職專班,512,304,208
113,私立,一般大學,1010,元智大學,博士班,237,161,76
113,私立,一般大學,1010,元智大學,碩士班(日間),918,543,375
113,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,60,40,20
113,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),229,164,65
113,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士在職專班,109,74,35
113,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),2733,1881,852
113,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),426,284,142
113,私立,一般大學,1012,大葉大學,學士班(進修),195,107,88
113,私立,一般大學,1012,大葉大學,博士班,101,74,27
113,私立,一般大學,1012,大葉大學,碩士班(日間),362,177,185
113,私立,一般大學,1012,大葉大學,碩士在職專班,125,59,66
113,私立,一般大學,1012,大葉大學,學士班(日間),2883,1645,1238
113,私立,一般大學,1013,華梵學校財團法人華梵大學,學士班(日間),568,233,335
113,私立,一般大學,1013,華梵學校財團法人華梵大學,博士班,68,27,41
113,私立,一般大學,1013,華梵學校財團法人華梵大學,碩士班(日間),204,97,107
113,私立,一般大學,1013,華梵學校財團法人華梵大學,碩士在職專班,223,82,141
113,私立,一般大學,1014,義守大學,學士班(日間),9466,4819,4647
113,私立,一般大學,1014,義守大學,學士班(進修),713,486,227
113,私立,一般大學,1014,義守大學,碩士在職專班,271,171,100
113,私立,一般大學,1014,義守大學,博士班,121,79,42
113,私立,一般大學,1014,義守大學,碩士班(日間),361,192,169
113,私立,一般大學,1015,世新大學,學士班(進修),750,277,473
113,私立,一般大學,1015,世新大學,碩士班(日間),502,224,278
113,私立,一般大學,1015,世新大學,碩士在職專班,485,233,252
113,私立,一般大學,1015,世新大學,學士班(日間),9213,3137,6076
113,私立,一般大學,1015,世新大學,博士班,78,40,38
113,私立,一般大學,1016,銘傳大學,學士班(日間),15813,6639,9174
113,私立,一般大學,1016,銘傳大學,碩士在職專班,658,268,390
113,私立,一般大學,1016,銘傳大學,博士班,73,32,41
113,私立,一般大學,1016,銘傳大學,碩士班(日間),743,290,453
113,私立,一般大學,1017,實踐大學,碩士班(日間),330,131,199
113,私立,一般大學,1017,實踐大學,碩士在職專班,105,25,80
113,私立,一般大學,1017,實踐大學,學士班(日間),8846,3169,5677
113,私立,一般大學,1017,實踐大學,學士班(進修),999,304,695
113,私立,一般大學,1017,實踐大學,博士班,25,10,15
113,私立,技專校院,1018,朝陽科技大學,博士班,101,71,30
113,私立,技專校院,1018,朝陽科技大學,碩士班(日間),632,322,310
113,私立,技專校院,1018,朝陽科技大學,學士班(日間),11258,5037,6221
113,私立,技專校院,1018,朝陽科技大學,學士班(進修),923,492,431
113,私立,技專校院,1018,朝陽科技大學,碩士在職專班,238,105,133
113,私立,一般大學,1019,高雄醫學大學,博士班,324,168,156
113,私立,一般大學,1019,高雄醫學大學,碩士班(日間),711,228,483
113,私立,一般大學,1019,高雄醫學大學,學士班(日間),5421,2292,3129
113,私立,一般大學,1019,高雄醫學大學,碩士在職專班,211,87,124
113,私立,一般大學,1020,南華大學,學士班(日間),3471,1557,1914
113,私立,一般大學,1020,南華大學,學士班(進修),218,130,88
113,私立,一般大學,1020,南華大學,博士班,47,28,19
113,私立,一般大學,1020,南華大學,碩士班(日間),536,191,345
113,私立,一般大學,1020,南華大學,碩士在職專班,418,146,272
113,私立,一般大學,1021,真理大學,學士班(日間),2193,1159,1034
113,私立,一般大學,1021,真理大學,碩士班(日間),121,62,59
113,私立,一般大學,1021,真理大學,碩士在職專班,8,5,3
113,私立,一般大學,1022,大同大學,學士班(日間),3055,1951,1104
113,私立,一般大學,1022,大同大學,博士班,97,68,29
113,私立,一般大學,1022,大同大學,碩士班(日間),218,131,87
113,私立,一般大學,1022,大同大學,碩士在職專班,120,93,27
113,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),10808,6276,4532
113,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),2068,1252,816
113,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,590,499,91
113,私立,技專校院,1023,南臺學校財團法人南臺科技大學,博士班,75,44,31
113,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士班(日間),684,405,279
113,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士在職專班,282,114,168
113,私立,技專校院,1024,崑山科技大學,碩士班(日間),273,173,100
113,私立,技專校院,1024,崑山科技大學,碩士在職專班,204,131,73
113,私立,技專校院,1024,崑山科技大學,學士班(日間),5787,3320,2467
113,私立,技專校院,1024,崑山科技大學,學士班(進修),1888,1320,568
113,私立,技專校院,1024,崑山科技大學,博士班,21,18,3
113,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),6706,2846,3860
113,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(進修),1487,594,893
113,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,五專,432,164,268
113,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士班(日間),134,52,82
113,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士在職專班,151,81,70
113,私立,技專校院,1026,樹德科技大學,二專(進修),280,129,151
113,私立,技專校院,1026,樹德科技大學,學士班(日間),5715,2504,3211
113,私立,技專校院,1026,樹德科技大學,學士班(進修),1714,894,820
113,私立,技專校院,1026,樹德科技大學,五專,12,7,5
113,私立,技專校院,1026,樹德科技大學,博士班,27,12,15
113,私立,技專校院,1026,樹德科技大學,碩士班(日間),201,93,108
113,私立,技專校院,1026,樹德科技大學,碩士在職專班,277,115,162
113,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(進修),134,8,126
113,私立,一般大學,1027,慈濟學校財團法人慈濟大學,博士班,93,40,53
113,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士班(日間),428,131,297
113,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士在職專班,26,5,21
113,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),3366,1319,2047
113,私立,一般大學,1027,慈濟學校財團法人慈濟大學,五專,1238,167,1071
113,私立,一般大學,1028,臺北醫學大學,博士班,669,343,326
113,私立,一般大學,1028,臺北醫學大學,碩士班(日間),714,253,461
113,私立,一般大學,1028,臺北醫學大學,碩士在職專班,297,68,229
113,私立,一般大學,1028,臺北醫學大學,學士班(日間),4524,1864,2660
113,私立,一般大學,1029,中山醫學大學,學士班(日間),6208,2210,3998
113,私立,一般大學,1029,中山醫學大學,學士班(進修),106,37,69
113,私立,一般大學,1029,中山醫學大學,博士班,162,103,59
113,私立,一般大學,1029,中山醫學大學,碩士班(日間),523,167,356
113,私立,一般大學,1029,中山醫學大學,碩士在職專班,158,35,123
113,私立,技專校院,1030,龍華科技大學,二專(日間),47,28,19
113,私立,技專校院,1030,龍華科技大學,博士班,2,2,0
113,私立,技專校院,1030,龍華科技大學,碩士班(日間),326,228,98
113,私立,技專校院,1030,龍華科技大學,碩士在職專班,162,107,55
113,私立,技專校院,1030,龍華科技大學,學士班(日間),7852,5360,2492
113,私立,技專校院,1030,龍華科技大學,學士班(進修),2029,1549,480
113,私立,技專校院,1030,龍華科技大學,五專,922,845,77
113,私立,技專校院,1031,輔英科技大學,學士班(日間),4094,1387,2707
113,私立,技專校院,1031,輔英科技大學,學士班(進修),1315,394,921
113,私立,技專校院,1031,輔英科技大學,五專,2608,303,2305
113,私立,技專校院,1031,輔英科技大學,二專(日間),4,1,3
113,私立,技專校院,1031,輔英科技大學,碩士班(日間),179,45,134
113,私立,技專校院,1031,輔英科技大學,碩士在職專班,80,2,78
113,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(日間),13,12,1
113,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(進修),126,89,37
113,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),6262,3698,2564
113,私立,技專校院,1032,明新學校財團法人明新科技大學,博士班,8,8,0
113,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(進修),2820,1731,1089
113,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士班(日間),375,208,167
113,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士在職專班,305,186,119
113,私立,一般大學,1033,長榮大學,學士班(日間),4241,2117,2124
113,私立,一般大學,1033,長榮大學,學士班(進修),180,141,39
113,私立,一般大學,1033,長榮大學,博士班,46,29,17
113,私立,一般大學,1033,長榮大學,碩士班(日間),208,74,134
113,私立,一般大學,1033,長榮大學,碩士在職專班,94,57,37
113,私立,技專校院,1034,弘光科技大學,二專(日間),41,17,24
113,私立,技專校院,1034,弘光科技大學,二專(進修),85,18,67
113,私立,技專校院,1034,弘光科技大學,學士班(日間),7325,2439,4886
113,私立,技專校院,1034,弘光科技大學,博士班,17,1,16
113,私立,技專校院,1034,弘光科技大學,學士班(進修),3327,1284,2043
113,私立,技專校院,1034,弘光科技大學,五專,264,22,242
113,私立,技專校院,1034,弘光科技大學,碩士班(日間),179,45,134
113,私立,技專校院,1034,弘光科技大學,碩士在職專班,82,25,57
113,私立,一般大學,1035,中國醫藥大學,學士班(日間),6440,2696,3744
113,私立,一般大學,1035,中國醫藥大學,博士班,442,245,197
113,私立,一般大學,1035,中國醫藥大學,碩士班(日間),525,154,371
113,私立,一般大學,1035,中國醫藥大學,碩士在職專班,85,25,60
113,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(進修),3319,2055,1264
113,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士班(日間),324,173,151
113,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士在職專班,34,18,16
113,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),5100,3110,1990
113,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),7477,4857,2620
113,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),5900,3578,2322
113,私立,技專校院,1037,正修學校財團法人正修科技大學,博士班,21,19,2
113,私立,技專校院,1037,正修學校財團法人正修科技大學,二專(進修),602,376,226
113,私立,技專校院,1037,正修學校財團法人正修科技大學,五專,400,283,117
113,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士班(日間),329,198,131
113,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士在職專班,228,140,88
113,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士班(日間),178,90,88
113,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士在職專班,153,54,99
113,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),5215,2921,2294
113,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),2335,1356,979
113,私立,一般大學,1039,玄奘大學,學士班(進修),71,23,48
113,私立,一般大學,1039,玄奘大學,碩士在職專班,158,44,114
113,私立,一般大學,1039,玄奘大學,學士班(日間),896,357,539
113,私立,一般大學,1039,玄奘大學,碩士班(日間),262,96,166
113,私立,技專校院,1040,建國科技大學,碩士班(日間),82,43,39
113,私立,技專校院,1040,建國科技大學,二專(進修),50,35,15
113,私立,技專校院,1040,建國科技大學,學士班(日間),2027,1363,664
113,私立,技專校院,1040,建國科技大學,學士班(進修),1338,923,415
113,私立,技專校院,1041,明志科技大學,學士班(日間),3659,2555,1104
113,私立,技專校院,1041,明志科技大學,學士班(進修),70,68,2
113,私立,技專校院,1041,明志科技大學,博士班,85,64,21
113,私立,技專校院,1041,明志科技大學,碩士班(日間),548,413,135
113,私立,技專校院,1041,明志科技大學,碩士在職專班,21,19,2
113,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,二專(進修),32,16,16
113,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,學士班(日間),806,542,264
113,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,學士班(進修),339,268,71
113,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,碩士班(日間),27,18,9
113,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,碩士在職專班,36,32,4
